treat_article,treat_social,ffq_total_sum_meat_wave1pre,FFQfreqDairy_wave1pre,FFQfreqChicken_wave1pre,FFQfreqTurkey_wave1pre,FFQfreqFish_wave1pre,FFQfreqPork_wave1pre,FFQfreqBeef_wave1pre,FFQfreqOther_wave1pre,FFQfreqEggs_wave1pre,FFQfreqFruit_wave1pre,FFQfreqVegetables_wave1pre,FFQfreqNuts_wave1pre,FFQfreqBeans_wave1pre,FFQfreqVegMeats_wave1pre,FFQfreqGrains_wave1pre,FFQfreqFats_wave1pre,FFQfreqSugar_wave1pre,ease_eliminate_wave1,ease_eliminate_wave2,ease_reduce_wave1,ease_reduce_wave2,interest_purchase_wave1pre,interest_purchase_wave1,interest_purchase_wave2,would_eat_wave1pre,would_eat_wave1,would_eat_wave2,expect_reduce_wave1,expect_reduce_wave2,expect_reduce_amt_wave1,expect_reduce_amt_wave2,veg_moral_wave1pre,veg_moral_wave1,harms_wave1pre,harms_wave1,harms_wave2,harms_concern_wave1pre,harms_concern_wave1,harms_concern_wave2,age_wave1pre,gender_wave1pre,educ_wave1pre,income_wave1pre,ideology_wave1pre,wtp_wave1,wtp_wave2,would_eat_chg_wave1pre_wave1,interest_purchase_chg_wave1pre_wave1,veg_moral_chg_wave1pre_wave1,harms_chg_wave1pre_wave1,harms_concern_chg_wave1pre_wave1,would_eat_chg_wave1pre_wave2,interest_purchase_chg_wave1pre_wave2,harms_chg_wave1pre_wave2,harms_concern_chg_wave1pre_wave2
descriptive_norm,not_exposed,13.5,3.5,3.5,1,1,3.5,3.5,1,3.5,3.5,14,1,1,1,3.5,3.5,14,2,2,4,3,3,5,4,4,5,5,5,6,5,3,4,5,4,4,4,3,4,3,53,0,5,5,3,1.25,1.25,1,2,1,0,1,1,1,0,0
descriptive_norm,exposed,16,3.5,3.5,1,3.5,3.5,3.5,1,3.5,14,14,14,14,1,14,14,14,3,3,6,6,4,5,5,4,4,5,9,9,8,7,4,6,3,2,3,3,3,5,49,1,5,NA,3,1.75,1.75,0,1,2,-1,0,1,1,0,2
embrace_unnatural,exposed,15,3.5,3.5,3.5,3.5,1,3.5,0,3.5,3.5,3.5,1,3.5,1,3.5,3.5,3.5,6,NA,6,NA,2,1,NA,3,1,NA,9,NA,9,NA,3,5,3,4,NA,2,4,NA,43,1,3,2,NA,4,NA,-2,-1,2,1,2,NA,NA,NA,NA
embrace_unnatural,exposed,12.5,3.5,3.5,1,3.5,1,3.5,0,3.5,14,14,1,1,0,3.5,3.5,1,3,5,5,5,2,3,4,3,4,4,8,6,8,7,5,5,3,2,2,3,3,2,54,1,2,7,3,4,4,1,1,0,-1,0,1,2,-1,-1
debunk_unnatural,not_exposed,7.5,14,3.5,1,1,1,1,0,3.5,14,14,0,1,0,3.5,3.5,3.5,3,1,5,1,1,2,1,2,3,2,4,0,4,0,2,3,2,3,1,1,2,1,73,0,1,6,4,0.25,0.25,1,1,1,1,1,0,0,-1,0
embrace_unnatural,exposed,9,1,3.5,1,0,3.5,1,0,3.5,14,14,1,1,0,1,1,1,5,NA,7,NA,3,3,NA,4,4,NA,7,NA,7,NA,6,5,5,5,NA,3,3,NA,62,1,4,5,2,4,NA,0,0,-1,0,0,NA,NA,NA,NA
control,not_exposed,16,3.5,3.5,1,3.5,3.5,3.5,1,3.5,28,14,14,3.5,1,3.5,3.5,1,3,3,5,5,3,3,3,4,4,4,5,8,5,3,4,4,3,4,3,2,3,2,64,1,5,11,2,4,4,0,0,0,1,1,0,0,0,0
debunk_unnatural,not_exposed,16,14,3.5,1,3.5,3.5,3.5,1,3.5,14,14,3.5,3.5,0,14,14,14,1,1,5,5,2,3,2,3,3,4,5,7,6,4,3,4,3,4,3,2,3,3,47,0,6,11,3,0.25,0.5586592178770949,0,1,1,1,1,1,0,0,1
debunk_unnatural,not_exposed,10,3.5,3.5,0,3.5,1,1,1,3.5,1,14,1,3.5,0,14,1,1,6,3,7,7,1,1,1,1,1,2,0,4,0,1,1,1,3,3,2,2,3,1,61,1,2,2,3,0.25,0.25,0,0,0,0,1,1,0,-1,-1
control,not_exposed,12.5,3.5,3.5,1,3.5,1,3.5,0,3.5,14,14,14,1,0,3.5,3.5,14,7,1,7,5,1,1,2,1,1,3,0,5,0,5,1,1,3,1,3,2,1,3,73,1,2,8,4,0.25,0.25,0,0,0,-2,-1,2,1,0,1
debunk_unnatural,exposed,10,14,3.5,1,1,3.5,1,0,3.5,14,14,3.5,1,0,14,3.5,1,3,NA,5,NA,1,1,NA,1,2,NA,7,NA,5,NA,2,5,2,5,NA,3,3,NA,59,1,6,9,4,0.7692307692307692,NA,1,0,3,3,0,NA,NA,NA,NA
control,exposed,9,3.5,1,3.5,3.5,0,1,0,14,3.5,3.5,3.5,1,0,14,14,3.5,3,3,5,6,5,5,5,5,5,5,7,7,3,6,5,7,4,5,5,4,5,4,44,1,5,9,3,4,2.5,0,0,2,1,1,0,0,1,0
embrace_unnatural,not_exposed,6,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,1,5,1,1,1,1,1,61,0,5,12,3,0.25,0.25,0,0,0,-4,0,1,0,-4,0
descriptive_norm,exposed,10,3.5,3.5,3.5,1,1,1,0,3.5,14,14,14,14,1,14,14,3.5,4,3,4,7,5,1,3,4,1,3,5,10,5,10,7,4,4,4,5,5,5,5,61,0,6,NA,1,0.25,0.25,-3,-4,-3,0,0,-1,-2,1,0
embrace_unnatural,exposed,11,3.5,3.5,1,3.5,1,1,1,1,3.5,3.5,1,1,14,3.5,1,14,1,1,1,1,1,1,4,1,1,5,0,3,0,1,1,1,1,1,1,1,1,1,62,0,4,7,3,0.25,4,0,0,0,0,0,4,3,0,0
control,not_exposed,6,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,4,4,4,4,4,3,2,4,4,3,5,4,5,4,4,4,2,3,3,2,3,3,53,1,2,NA,3,0.25,0.25,0,-1,0,1,1,-1,-2,1,1
embrace_unnatural,not_exposed,6.5,14,3.5,1,1,0,1,0,1,14,14,14,3.5,14,14,14,1,6,5,6,5,3,5,4,3,5,4,9,8,9,8,7,7,4,5,5,4,5,5,29,1,6,5,4,4,4,2,2,0,1,1,1,1,1,1
embrace_unnatural,exposed,15,3.5,3.5,1,3.5,3.5,3.5,0,3.5,1,14,3.5,3.5,0,3.5,3.5,3.5,1,2,3,5,2,2,3,3,3,3,3,5,3,5,2,2,3,3,3,2,3,3,73,1,3,6,2,4,4,0,0,0,0,1,0,1,0,1
debunk_unnatural,not_exposed,19.5,14,14,1,0,1,3.5,0,3.5,0,1,3.5,0,0,3.5,14,28,3,6,3,6,3,4,2,5,5,4,9,6,9,7,5,4,1,2,4,1,2,3,77,0,2,8,2,4,0.7692307692307692,0,1,-1,1,1,-1,-1,3,2
debunk_unnatural,not_exposed,13.5,3.5,3.5,3.5,3.5,1,1,1,3.5,14,14,3.5,1,1,3.5,3.5,3.5,2,1,6,3,3,3,3,4,4,3,2,1,2,1,4,4,5,5,5,3,3,4,52,1,5,1,2,4,1.75,0,0,0,0,0,-1,0,0,1
descriptive_norm,exposed,12.5,3.5,3.5,3.5,1,1,3.5,0,3.5,14,14,3.5,3.5,0,14,1,3.5,1,4,4,4,1,2,3,2,2,4,3,5,3,5,6,4,2,2,3,2,2,3,42,0,2,NA,2,0.25,0.5586592178770949,0,1,-2,0,0,2,2,1,1
descriptive_norm,exposed,21,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,14,3.5,3.5,3.5,0,3.5,3.5,14,1,NA,2,NA,1,1,NA,1,1,NA,0,NA,0,NA,2,2,2,2,NA,1,2,NA,42,0,5,13,3,0.25,NA,0,0,0,0,1,NA,NA,NA,NA
descriptive_norm,not_exposed,12.5,14,3.5,1,0,3.5,3.5,1,1,14,14,3.5,1,0,3.5,14,3.5,1,1,1,1,1,1,1,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1,40,0,5,13,4,0.25,0.25,0,0,0,0,0,0,0,0,0
control,not_exposed,7.5,1,1,1,1,1,3.5,0,1,1,1,0,1,0,3.5,0,3.5,3,2,3,3,1,3,1,1,3,3,5,1,5,1,1,4,1,4,3,1,3,3,58,1,2,3,4,4,0.25,2,2,3,3,2,2,0,2,2
embrace_unnatural,not_exposed,18.5,3.5,3.5,1,3.5,3.5,3.5,3.5,1,3.5,3.5,14,3.5,3.5,3.5,3.5,3.5,5,1,7,3,5,5,4,5,5,5,10,5,10,3,4,6,3,5,4,4,5,4,62,1,5,10,1,4,4,0,0,2,2,1,0,-1,1,0
descriptive_norm,not_exposed,32.5,3.5,3.5,14,0,1,14,0,0,1,1,1,1,0,1,14,14,1,NA,3,NA,1,1,NA,1,1,NA,4,NA,4,NA,3,1,4,5,NA,3,5,NA,24,1,1,1,NA,0.25,NA,0,0,-2,1,2,NA,NA,NA,NA
descriptive_norm,exposed,126,14,14,14,28,28,14,28,14,14,14,28,28,28,14,14,14,5,5,5,5,4,4,4,4,4,4,8,7,7,8,6,5,4,4,4,4,4,4,34,0,4,15,3,1.75,0.7692307692307692,0,0,-1,0,0,0,0,0,0
descriptive_norm,exposed,10.5,14,3.5,0,0,3.5,3.5,0,3.5,0,3.5,0,0,0,14,3.5,3.5,1,1,6,3,5,5,5,5,5,5,1,0,0,0,1,1,4,4,5,1,2,4,41,0,3,5,2,4,4,0,0,0,0,1,0,0,1,3
descriptive_norm,not_exposed,7,14,3.5,0,3.5,0,0,0,0,14,14,3.5,14,0,3.5,3.5,14,4,4,4,4,1,1,5,1,1,4,10,10,10,10,4,4,1,1,3,1,1,3,36,0,6,NA,3,4,0.7692307692307692,0,0,0,0,0,3,4,2,2
debunk_unnatural,exposed,8.5,3.5,3.5,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,0,3.5,3.5,1,3,3,5,4,2,1,2,4,1,3,5,4,8,5,3,3,4,4,4,3,5,5,58,0,2,2,1,2.5,0.25,-3,-1,0,0,2,-1,0,0,2
control,exposed,15,3.5,3.5,1,3.5,3.5,3.5,0,3.5,3.5,3.5,1,1,0,3.5,0,0,1,NA,5,NA,1,1,NA,1,1,NA,7,NA,7,NA,2,1,2,5,NA,2,5,NA,42,1,3,3,3,0.25,NA,0,0,-1,3,3,NA,NA,NA,NA
control,exposed,15,14,3.5,3.5,1,3.5,3.5,0,1,3.5,1,1,0,0,1,0,1,2,2,5,5,2,2,3,3,3,4,5,5,5,5,1,4,2,4,4,2,4,3,68,0,2,NA,3,4,4,0,0,3,2,2,1,1,2,1
debunk_unnatural,not_exposed,11.5,3.5,3.5,3.5,0,3.5,1,0,3.5,0,3.5,0,0,1,0,0,0,5,5,7,6,1,1,1,1,1,2,3,0,2,0,2,2,4,3,4,3,3,2,59,1,6,12,4,0.25,0.25,0,0,0,-1,0,1,0,0,-1
debunk_unnatural,exposed,23,3.5,14,1,3.5,1,3.5,0,14,3.5,14,3.5,0,0,1,1,1,3,2,5,4,1,1,1,3,3,2,7,2,7,2,3,6,1,3,3,1,4,1,57,1,6,NA,3,0.25,0.25,0,0,3,2,3,-1,0,2,0
descriptive_norm,exposed,7.5,3.5,3.5,1,1,1,1,0,14,3.5,3.5,28,1,0,3.5,1,3.5,3,1,4,1,1,1,2,1,1,1,3,3,3,0,3,6,4,5,3,2,5,4,73,0,2,NA,5,4,4,0,0,3,1,3,0,1,-1,2
control,exposed,10,28,1,1,3.5,1,3.5,0,3.5,3.5,3.5,1,1,0,14,1,1,1,1,1,5,1,1,1,1,1,1,0,0,0,0,1,1,1,2,3,1,1,1,59,0,2,10,3,0.25,0.25,0,0,0,1,0,0,0,2,0
debunk_unnatural,not_exposed,11,1,1,1,3.5,3.5,1,1,1,28,28,1,1,1,3.5,1,1,4,4,4,4,1,1,3,1,1,3,5,5,5,5,4,4,3,4,2,3,4,2,47,1,6,4,NA,0.25,4,0,0,0,1,1,2,2,-1,-1
debunk_unnatural,exposed,3,1,1,0,1,0,1,0,3.5,1,3.5,1,1,0,1,3.5,3.5,6,2,7,7,3,5,3,4,5,4,7,6,8,5,3,7,2,5,3,1,4,2,61,1,3,4,4,4,2.5,1,2,4,3,3,0,0,1,1
descriptive_norm,exposed,18.5,3.5,3.5,3.5,3.5,3.5,3.5,1,3.5,3.5,3.5,1,1,0,14,3.5,14,1,1,3,2,3,3,2,3,4,3,4,1,3,0,7,5,5,5,5,5,5,5,51,1,6,8,1,0.7692307692307692,0.4,1,0,-2,0,0,0,-1,0,0
embrace_unnatural,exposed,10,14,3.5,1,1,1,3.5,0,3.5,3.5,3.5,1,1,0,3.5,3.5,3.5,1,3,5,4,2,3,3,4,4,3,5,3,3,4,4,6,2,5,4,4,5,4,59,0,4,5,5,0.5586592178770949,0.5586592178770949,0,1,2,3,1,-1,1,2,0
control,not_exposed,12.5,3.5,3.5,3.5,3.5,1,1,0,3.5,14,14,14,1,1,3.5,14,3.5,3,NA,5,NA,4,4,NA,3,4,NA,8,NA,8,NA,5,6,4,4,NA,3,4,NA,26,1,6,6,2,4,NA,1,0,1,0,1,NA,NA,NA,NA
descriptive_norm,exposed,14,14,3.5,3.5,0,3.5,3.5,0,3.5,3.5,3.5,3.5,3.5,0,3.5,3.5,14,3,1,5,3,4,4,3,5,5,5,7,5,5,6,4,5,2,3,3,3,3,3,50,0,2,3,4,4,4,0,0,1,1,0,0,-1,1,0
control,exposed,11,14,3.5,1,3.5,1,1,1,3.5,14,14,1,3.5,1,14,3.5,3.5,3,5,6,7,5,5,4,5,5,5,6,6,5,6,7,7,4,4,4,2,3,3,23,0,5,4,2,1.75,2.5,0,0,0,0,1,0,-1,0,1
embrace_unnatural,not_exposed,12.5,14,3.5,1,0,3.5,3.5,1,0,14,14,3.5,3.5,0,14,14,14,1,NA,1,NA,4,4,NA,5,5,NA,0,NA,0,NA,2,1,3,5,NA,3,3,NA,24,0,5,NA,1,0.25,NA,0,0,-1,2,0,NA,NA,NA,NA
embrace_unnatural,not_exposed,19.5,14,14,0,1,1,3.5,0,3.5,3.5,3.5,3.5,3.5,0,14,3.5,3.5,1,1,5,1,1,1,1,2,2,3,3,2,1,1,5,4,4,5,2,4,5,2,28,1,6,9,5,0.4,0.7692307692307692,0,0,-1,1,1,1,0,-2,-2
control,not_exposed,10,3.5,3.5,1,1,1,3.5,0,3.5,3.5,14,3.5,3.5,0,14,3.5,14,3,3,5,5,2,3,4,4,4,4,4,6,4,6,1,1,3,3,3,1,2,2,63,0,5,9,4,2.5,1.75,0,1,0,0,1,0,2,0,1
debunk_unnatural,exposed,9,3.5,3.5,0,1,1,3.5,0,3.5,14,28,1,1,0,3.5,3.5,0,1,1,2,1,5,5,5,5,5,5,1,2,1,0,4,4,2,5,5,3,2,3,38,1,5,4,3,0.7692307692307692,2.5,0,0,0,3,-1,0,0,3,0
embrace_unnatural,not_exposed,16,14,3.5,3.5,3.5,3.5,1,1,1,14,14,14,14,0,3.5,3.5,3.5,4,1,4,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,1,60,0,4,8,4,0.25,0.25,0,0,0,0,0,0,0,1,0
descriptive_norm,not_exposed,16,14,3.5,1,1,3.5,3.5,3.5,1,14,14,1,3.5,1,14,3.5,3.5,3,4,6,5,1,1,2,2,2,3,2,4,3,4,4,4,3,2,2,3,3,3,51,1,6,12,1,0.4,0.25,0,0,0,-1,0,1,1,-1,0
descriptive_norm,exposed,12.5,14,3.5,3.5,1,1,3.5,0,3.5,14,14,3.5,3.5,1,14,14,3.5,3,3,7,7,4,5,5,4,5,5,7,10,7,7,6,6,4,5,5,3,4,4,51,1,5,11,2,4,4,1,1,0,1,1,1,1,1,1
embrace_unnatural,not_exposed,12.5,14,3.5,1,1,3.5,3.5,0,3.5,14,3.5,3.5,3.5,0,14,3.5,3.5,2,2,3,3,4,4,3,4,4,3,6,4,6,4,5,6,4,4,3,3,3,3,65,1,6,12,3,4,1.75,0,0,1,0,0,-1,-1,-1,0
control,exposed,7.5,1,3.5,1,1,1,1,0,1,3.5,1,1,1,0,3.5,1,3.5,4,6,3,6,1,1,1,4,1,3,5,2,7,4,4,4,3,4,3,3,4,3,56,0,2,3,3,0.25,0.25,-3,0,0,1,1,-1,0,0,0
descriptive_norm,exposed,12.5,3.5,3.5,1,1,3.5,3.5,0,3.5,1,3.5,3.5,3.5,0,14,14,1,1,1,2,2,2,2,3,3,3,3,3,1,1,1,2,2,2,2,2,2,2,3,59,1,5,5,1,0.25,0.25,0,0,0,0,0,0,1,0,1
debunk_unnatural,exposed,16,3.5,3.5,1,3.5,3.5,3.5,1,3.5,14,14,14,3.5,0,3.5,3.5,1,1,1,5,3,1,1,2,4,4,4,2,0,0,0,1,1,3,2,3,2,1,1,32,0,5,NA,5,0.25,0.25,0,0,0,-1,-1,0,1,0,-1
descriptive_norm,not_exposed,15,0,3.5,3.5,1,3.5,3.5,0,1,1,3.5,3.5,1,0,3.5,3.5,3.5,2,2,3,5,2,2,3,2,2,3,1,5,1,4,4,1,3,4,4,3,2,3,59,1,2,4,3,0.25,0.25,0,0,-3,1,-1,1,1,1,0
embrace_unnatural,exposed,9,14,3.5,1,1,0,3.5,0,3.5,3.5,14,14,3.5,0,14,3.5,14,2,1,2,3,3,3,2,3,3,3,2,1,2,1,2,3,2,2,2,2,3,2,51,1,6,7,4,0.25,1.25,0,0,1,0,1,0,-1,0,0
control,exposed,3,3.5,1,1,1,0,0,0,3.5,14,14,3.5,3.5,14,1,3.5,1,7,6,7,6,4,5,4,5,5,4,10,5,10,6,7,7,5,5,5,5,5,5,58,1,6,9,2,4,2.5,0,1,0,0,0,-1,0,0,0
descriptive_norm,not_exposed,9,14,3.5,1,3.5,0,1,0,1,3.5,3.5,1,0,0,3.5,3.5,1,5,NA,5,NA,1,2,NA,2,3,NA,10,NA,4,NA,3,7,3,3,NA,2,4,NA,66,1,3,9,3,1.25,NA,1,1,4,0,2,NA,NA,NA,NA
debunk_unnatural,exposed,168,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,0,7,1,7,1,1,1,1,1,1,1,10,10,10,10,7,5,5,5,2,5,5,2,50,0,2,1,1,0.25,0.5586592178770949,0,0,-2,0,0,0,0,-3,-3
debunk_unnatural,not_exposed,7.5,3.5,1,1,1,1,3.5,0,3.5,3.5,14,3.5,3.5,0,3.5,3.5,1,3,1,4,5,1,1,1,2,2,2,5,5,5,5,3,4,3,3,3,2,2,3,42,1,4,6,2,0.25,0.25,0,0,1,0,0,0,0,0,1
debunk_unnatural,exposed,13.5,1,3.5,3.5,1,3.5,1,1,3.5,14,3.5,1,3.5,1,3.5,3.5,3.5,7,5,4,7,4,3,5,4,5,5,10,10,10,8,7,7,5,3,4,4,3,4,42,1,6,9,3,4,4,1,-1,0,-2,-1,1,1,-1,0
control,not_exposed,36,3.5,14,14,1,0,3.5,3.5,3.5,14,14,14,14,14,14,14,14,5,5,6,6,1,3,3,3,3,5,7,7,7,6,5,4,3,3,3,3,3,3,51,1,2,3,NA,0.25,4,0,2,-1,0,0,2,2,0,0
descriptive_norm,not_exposed,3.5,14,3.5,0,0,0,0,0,1,3.5,3.5,3.5,1,0,3.5,3.5,1,6,5,6,5,4,4,4,4,4,4,10,9,10,9,6,6,4,5,5,4,5,5,45,1,5,7,1,4,4,0,0,0,1,1,0,0,1,1
embrace_unnatural,exposed,7.5,3.5,3.5,1,1,1,1,0,1,1,1,1,3.5,0,1,1,28,7,1,4,2,1,1,1,1,1,1,0,0,0,0,2,2,4,4,3,2,2,3,60,1,2,1,2,0.25,0.25,0,0,0,0,0,0,0,-1,1
descriptive_norm,exposed,24.5,14,3.5,3.5,0,3.5,14,0,3.5,1,3.5,3.5,1,0,14,3.5,14,1,1,1,2,1,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,1,2,35,0,5,3,3,0.25,0.25,0,0,0,1,0,0,0,1,1
control,not_exposed,11.5,14,3.5,0,1,3.5,3.5,0,3.5,1,3.5,14,3.5,1,3.5,3.5,3.5,7,1,7,4,1,1,1,1,1,3,0,0,0,0,1,1,3,3,5,1,1,1,44,0,3,7,5,0.25,0.25,0,0,0,0,0,2,0,2,0
debunk_unnatural,not_exposed,24,1,14,1,1,3.5,3.5,1,3.5,14,14,14,3.5,0,14,1,3.5,1,1,1,1,1,1,1,3,2,3,0,0,0,0,4,1,1,1,1,1,1,1,31,0,2,NA,NA,0.25,0.25,-1,0,-3,0,0,0,0,0,0
control,exposed,15,14,3.5,1,3.5,3.5,3.5,0,3.5,14,14,14,0,0,3.5,14,3.5,3,2,4,3,1,1,1,1,1,1,1,1,0,0,5,4,3,3,2,1,3,1,64,1,3,10,4,1.25,0.25,0,0,-1,0,2,0,0,-1,0
descriptive_norm,exposed,15,14,3.5,0,3.5,3.5,3.5,1,14,14,14,14,3.5,1,14,14,14,4,3,6,5,3,4,4,4,4,4,9,6,7,7,6,7,5,5,4,4,5,5,20,0,2,3,3,4,0.5586592178770949,0,1,1,0,1,0,1,-1,1
embrace_unnatural,not_exposed,24,14,14,1,3.5,3.5,1,1,14,14,28,28,14,0,14,14,3.5,3,4,5,4,1,2,2,2,3,3,5,5,2,5,3,4,1,1,3,1,2,3,51,1,6,8,3,4,4,1,1,1,0,1,1,1,2,2
embrace_unnatural,not_exposed,11,3.5,3.5,1,3.5,1,1,1,1,1,1,1,1,0,1,3.5,3.5,4,1,7,5,1,2,2,1,2,2,5,5,5,1,3,5,3,5,4,3,4,4,59,1,3,NA,4,0.25,0.25,1,1,2,2,1,1,1,1,1
embrace_unnatural,not_exposed,18,14,14,1,1,1,1,0,0,14,14,14,1,0,14,14,14,2,3,3,4,1,2,2,1,3,3,5,2,5,3,1,1,2,2,3,2,2,3,62,0,3,12,4,0.4,0.5586592178770949,2,1,0,0,0,2,1,1,1
descriptive_norm,exposed,13.5,3.5,1,1,3.5,3.5,3.5,1,3.5,1,3.5,1,1,1,3.5,3.5,3.5,2,1,2,1,2,3,2,2,3,3,6,2,6,2,4,4,3,4,3,3,4,3,59,1,3,NA,3,0.25,0.25,1,1,0,1,1,1,0,0,0
descriptive_norm,exposed,0,0,0,0,0,0,0,0,0,14,14,1,1,3.5,3.5,3.5,1,7,7,7,7,1,1,1,1,1,1,10,10,10,10,7,7,5,5,5,5,5,5,48,0,5,8,1,4,4,0,0,0,0,0,0,0,0,0
debunk_unnatural,exposed,11,14,1,1,1,3.5,3.5,1,3.5,3.5,3.5,3.5,1,1,1,3.5,1,1,1,5,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,1,1,1,1,56,0,5,NA,3,0.25,0.25,0,0,-1,0,0,0,0,0,0
embrace_unnatural,exposed,10.5,3.5,3.5,0,0,3.5,3.5,0,1,1,1,3.5,3.5,0,1,3.5,3.5,4,NA,4,NA,3,3,NA,3,3,NA,5,NA,5,NA,5,4,3,3,NA,3,3,NA,25,0,3,NA,NA,0.25,NA,0,0,-1,0,0,NA,NA,NA,NA
control,exposed,10.5,3.5,3.5,3.5,0,0,3.5,0,3.5,0,1,3.5,0,0,28,14,28,2,2,2,4,2,2,2,2,3,2,7,5,7,5,4,5,2,4,4,3,5,3,43,1,5,10,2,4,4,1,0,1,2,2,0,0,2,0
control,exposed,13.5,3.5,3.5,1,3.5,1,3.5,1,1,14,14,14,1,0,3.5,3.5,1,3,3,3,5,2,3,4,4,4,4,5,5,5,5,2,4,2,4,2,1,3,2,67,1,2,3,3,0.5586592178770949,1.25,0,1,2,2,2,0,2,0,1
descriptive_norm,not_exposed,10.5,3.5,3.5,3.5,3.5,0,0,0,1,3.5,1,1,0,0,14,3.5,1,6,NA,7,NA,2,3,NA,3,3,NA,8,NA,8,NA,6,7,5,5,NA,5,5,NA,61,1,6,NA,1,4,NA,0,1,1,0,0,NA,NA,NA,NA
control,not_exposed,6,3.5,1,1,1,1,1,1,3.5,3.5,3.5,1,3.5,0,3.5,3.5,3.5,2,2,2,3,4,5,4,4,5,4,7,7,7,7,6,7,3,5,5,2,5,5,51,1,5,3,4,4,4,1,1,1,2,3,0,0,2,3
control,exposed,25.5,3.5,1,3.5,3.5,3.5,14,0,3.5,14,3.5,0,3.5,0,14,14,14,1,NA,3,NA,1,1,NA,1,1,NA,3,NA,4,NA,3,3,2,3,NA,3,4,NA,27,1,3,4,NA,0.25,NA,0,0,0,1,1,NA,NA,NA,NA
descriptive_norm,not_exposed,5.5,3.5,1,1,3.5,0,0,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,7,7,7,7,3,5,5,4,5,5,10,10,10,10,5,7,5,5,5,4,5,5,56,1,5,4,2,4,4,1,2,2,0,1,1,2,0,1
descriptive_norm,not_exposed,13.5,3.5,1,3.5,1,3.5,3.5,1,14,14,14,3.5,1,0,3.5,14,3.5,3,NA,5,NA,3,5,NA,4,5,NA,7,NA,4,NA,4,5,3,4,NA,2,5,NA,44,1,5,11,2,1.25,NA,1,2,1,1,3,NA,NA,NA,NA
descriptive_norm,exposed,21.5,14,14,1,1,1,3.5,1,14,14,14,14,14,14,14,14,3.5,7,7,7,7,5,5,5,5,5,5,8,10,5,10,4,4,5,3,3,3,3,3,51,0,6,15,1,4,1.25,0,0,0,-2,0,0,0,-2,0
debunk_unnatural,exposed,10,14,3.5,1,1,1,3.5,0,3.5,1,3.5,1,3.5,0,3.5,14,14,1,3,2,3,3,4,3,5,5,4,0,3,0,1,4,4,4,4,5,2,4,4,45,0,6,NA,3,0.25,0.4,0,1,0,0,2,-1,0,1,2
debunk_unnatural,not_exposed,16,14,3.5,3.5,1,3.5,3.5,1,1,3.5,14,1,1,0,14,1,14,1,3,2,4,3,3,2,4,5,4,5,4,3,3,4,4,2,3,4,2,3,3,40,0,5,8,2,0.5586592178770949,1.25,1,0,0,1,1,0,-1,2,1
embrace_unnatural,not_exposed,12.5,1,3.5,1,1,3.5,3.5,0,1,3.5,3.5,1,1,0,14,3.5,3.5,3,5,5,5,2,2,2,3,3,2,5,5,5,7,6,3,3,3,4,2,2,2,47,1,3,5,1,0.25,0.25,0,0,-3,0,0,-1,0,1,0
control,not_exposed,16,3.5,3.5,1,1,3.5,3.5,3.5,1,3.5,3.5,1,3.5,3.5,3.5,3.5,1,6,4,6,5,5,4,4,5,5,4,9,9,9,8,6,6,5,5,3,5,5,4,47,0,5,4,4,4,4,0,-1,0,0,0,-1,-1,-2,-1
control,not_exposed,7.5,3.5,3.5,1,1,1,1,0,0,3.5,14,3.5,1,0,1,3.5,3.5,4,6,7,7,1,1,1,1,1,2,5,0,5,0,4,4,4,4,3,2,2,2,43,1,3,5,4,0.25,0.25,0,0,0,0,0,1,0,-1,0
control,not_exposed,11,3.5,3.5,1,3.5,1,1,1,1,3.5,3.5,3.5,3.5,3.5,1,1,0,3,NA,5,NA,3,4,NA,3,3,NA,8,NA,7,NA,4,6,4,4,NA,3,4,NA,62,0,3,10,NA,4,NA,0,1,2,0,1,NA,NA,NA,NA
descriptive_norm,not_exposed,12.5,3.5,3.5,1,3.5,1,3.5,0,3.5,14,14,3.5,3.5,0,3.5,3.5,3.5,4,4,7,6,2,3,2,3,3,3,5,3,5,3,4,4,1,3,3,1,3,3,64,1,1,5,4,0.25,2.5,0,1,0,2,2,0,0,2,2
control,not_exposed,37,14,14,3.5,3.5,14,1,1,14,28,28,3.5,3.5,0,3.5,1,3.5,3,1,4,1,1,1,2,2,1,3,0,0,0,0,4,4,1,3,1,1,1,1,45,1,4,6,1,0.25,0.25,-1,0,0,2,0,1,1,0,0
descriptive_norm,not_exposed,11,3.5,3.5,3.5,1,1,1,1,3.5,3.5,3.5,3.5,1,1,3.5,3.5,3.5,5,6,5,5,5,5,5,5,5,5,8,10,9,9,4,4,3,5,3,3,5,4,44,1,5,9,2,4,4,0,0,0,2,2,0,0,0,1
